soldprice,size,monthly_fee,agent,municipality,municipality_tax_rate,Number of rooms,House type,Asking price,Balcony,Construction year,Operating cost,Letting form,Floor Number,Lift Availability,year
2400000,25.0,1174.0,Erik,Göteborgs kommun,21.12,1.0,Apartment,2095000.0,0.0,1938.0,3480.0,Right of residence,2.0,0.0,2020
450000,25.0,1568.0,ERA,Borås kommun,21.31,1.0,Apartment,450000.0,0.0,1948.0,3600.0,Right of residence,2.0,0.0,2020
2420000,24.8,1691.0,Reveny,Göteborgs kommun,21.12,1.0,Apartment,2400000.0,1.0,2018.0,2900.0,Right of residence,2.0,0.0,2020
370000,21.0,1132.0,Bostada,Lidköpings kommun,21.26,1.0,Apartment,325000.0,0.0,1957.0,2160.0,Right of residence,2.0,0.0,2020
350000,25.0,3132.0,Svensk,Munkedals kommun,23.38,1.0,Farm House,390000.0,0.0,1961.0,6000.0,Right of ownership,2.0,0.0,2020
2300000,24.0,1556.0,Lundin,Göteborgs kommun,21.12,1.0,Apartment,1990000.0,0.0,1961.0,2280.0,Right of residence,2.0,0.0,2020
2700000,24.8,1791.0,HusmanHagberg,Göteborgs kommun,21.12,1.0,Apartment,2350000.0,1.0,2018.0,1568.0,Right of residence,2.0,0.0,2020
800000,22.0,1434.0,Svensk,Borås kommun,21.31,1.0,Apartment,790000.0,0.0,1935.0,2040.0,Right of residence,2.0,0.0,2020
2300000,25.0,1411.0,Erik,Göteborgs kommun,21.12,1.0,Apartment,2050000.0,0.0,1935.0,4596.0,Right of residence,2.0,0.0,2020
2450000,23.0,1731.0,Stadshem,Göteborgs kommun,21.12,1.5,Apartment,2450000.0,0.0,1935.0,4400.0,Right of residence,2.0,0.0,2020
600000,28.0,0.0,Fastighetsbyrån,Kungälvs kommun,21.44,2.0,Villa,695000.0,0.0,1955.0,17706.0,Right of ownership,2.0,0.0,2014
2250000,24.0,1250.0,Lundin,Göteborgs kommun,21.12,1.0,Apartment,1990000.0,0.0,1934.0,4140.0,Right of residence,2.0,0.0,2020
1695000,25.0,1984.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.0,Apartment,1695000.0,0.0,1935.0,4400.0,Right of residence,4.0,0.0,2020
800000,24.0,850.0,Svensk,Ale kommun,21.87,1.0,Apartment,695000.0,0.0,1961.0,2400.0,Right of residence,2.0,0.0,2020
550000,23.5,1970.0,SkandiaMäklarna,Trollhättans kommun,22.36,1.0,Apartment,575000.0,0.0,1959.0,1800.0,Right of residence,2.0,0.0,2020
1800000,21.9,1984.0,Lundin,Göteborgs kommun,21.12,1.0,Apartment,1695000.0,0.0,1929.0,2388.0,Right of residence,2.0,0.0,2020
1375000,21.0,1930.0,Fastighetsbyrån,Mölndals kommun,20.51,1.0,Apartment,1350000.0,1.0,1952.0,3000.0,Right of residence,3.0,0.0,2020
525000,25.0,1956.0,Fastighetsbyrån,Uddevalla kommun,22.16,1.0,Apartment,595000.0,0.0,1961.0,3189.0,Right of residence,2.0,0.0,2020
1800000,23.4,1505.0,Lundin,Göteborgs kommun,21.12,1.0,Apartment,1590000.0,0.0,1955.0,2964.0,Right of residence,2.0,0.0,2020
2400000,24.0,1250.0,Alvhem,Göteborgs kommun,21.12,1.0,Apartment,1975000.0,0.0,1935.0,3440.0,Right of residence,2.0,0.0,2020
1900000,20.0,1101.0,Ahre,Göteborgs kommun,21.12,1.0,Apartment,1850000.0,0.0,1929.0,3600.0,Right of residence,2.0,0.0,2020
2275000,23.0,1507.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1995000.0,0.0,1935.0,4400.0,Right of residence,2.0,0.0,2020
480000,22.0,2869.0,Fastighetsbyrån,Sotenäs kommun,21.99,1.0,Apartment,495000.0,0.0,1950.0,750.0,Right of residence,1.0,0.0,2020
1870000,20.1,1359.0,Erik,Göteborgs kommun,21.12,1.0,Apartment,1800000.0,0.0,1890.0,1920.0,Right of residence,2.0,0.0,2020
2400000,25.0,1411.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,2090000.0,0.0,1936.0,3780.0,Right of residence,2.0,0.0,2020
2300000,25.0,1411.0,Lundin,Göteborgs kommun,21.12,1.0,Apartment,1990000.0,0.0,1936.0,3600.0,Right of residence,2.0,0.0,2020
561000,23.0,1992.0,Svensk,Lilla Edets kommun,22.37,1.0,Apartment,550000.0,0.0,1962.0,3708.0,Right of residence,2.0,0.0,2020
1225000,20.0,833.0,Svensk,Alingsås kommun,21.36,1.0,Apartment,950000.0,0.0,1961.0,4400.0,Right of residence,2.0,0.0,2020
2500000,22.0,1121.0,Alvhem,Göteborgs kommun,21.12,1.0,Apartment,2175000.0,0.0,1889.0,2400.0,Right of residence,2.0,0.0,2020
1800000,25.0,2012.0,Västsvenska,Göteborgs kommun,21.12,1.0,Apartment,1800000.0,0.0,1978.0,3600.0,Right of residence,2.0,0.0,2020
1320000,24.0,1805.0,SkandiaMäklarna,Göteborgs kommun,21.12,1.0,Apartment,1280000.0,0.0,1953.0,3600.0,Right of residence,2.0,0.0,2020
2500000,23.0,1728.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.0,Apartment,2375000.0,1.0,2018.0,3500.0,Right of residence,1.0,0.0,2020
1475000,21.0,1804.0,Bjurfors,Mölndals kommun,20.51,1.0,Apartment,1250000.0,1.0,1952.0,3300.0,Right of residence,2.0,0.0,2020
1700000,25.0,2031.0,Länsförsäkringar,Göteborgs kommun,21.12,1.0,Apartment,1995000.0,0.0,1961.0,3600.0,Right of residence,2.0,0.0,2020
1920000,24.5,1643.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1750000.0,0.0,1968.0,3300.0,Right of residence,2.0,0.0,2020
2720000,24.0,1003.0,Stadshem,Göteborgs kommun,21.12,1.5,Apartment,2300000.0,0.0,1926.0,3000.0,Right of residence,2.0,0.0,2020
1750000,25.0,1528.0,Lundin,Göteborgs kommun,21.12,1.0,Apartment,1625000.0,0.0,1967.0,480.0,Right of residence,2.0,0.0,2020
1870000,24.5,1528.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1695000.0,0.0,1967.0,4400.0,Right of residence,2.0,0.0,2020
1200000,23.5,1520.0,Fastighetsbyrån,Öckerö kommun,21.56,1.0,Apartment,1200000.0,0.0,1961.0,11269.0,Right of residence,2.0,0.0,2020
1760000,23.4,1632.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1695000.0,0.0,1953.0,2400.0,Right of residence,2.0,0.0,2020
300000,20.5,1497.0,Fastighetsbyrån,Lidköpings kommun,21.26,1.0,Apartment,225000.0,0.0,1953.0,4400.0,Right of residence,2.0,0.0,2020
1510000,23.0,969.0,Svensk,Mölndals kommun,20.51,1.0,Apartment,1395000.0,0.0,1964.0,9564.0,Right of residence,2.0,0.0,2020
1300000,21.0,1805.0,Bjurfors,Mölndals kommun,20.51,1.0,Apartment,1250000.0,0.0,1952.0,3240.0,Right of residence,2.0,0.0,2020
1650000,22.0,1208.0,Erik,Göteborgs kommun,21.12,1.0,Apartment,1450000.0,0.0,1948.0,3300.0,Right of residence,2.0,0.0,2020
1620000,20.0,1451.0,Reveny,Göteborgs kommun,21.12,1.0,Apartment,1480000.0,0.0,1944.0,800.0,Right of residence,2.0,0.0,2020
2040000,24.5,1663.0,Erik,Göteborgs kommun,21.12,1.0,Apartment,1780000.0,0.0,1969.0,2944.0,Right of residence,2.0,0.0,2019
640000,20.0,1002.0,Svensk,Ale kommun,21.87,1.0,Apartment,640000.0,0.0,1944.0,2400.0,Right of residence,2.0,0.0,2019
1700000,23.0,1893.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1595000.0,0.0,1935.0,3300.0,Right of residence,2.0,0.0,2019
1330000,22.0,1844.0,Fastighetsbyrån,Alingsås kommun,21.36,1.0,Apartment,1350000.0,0.0,2019.0,4400.0,Right of residence,2.0,0.0,2019
1740000,25.0,2119.0,Länsförsäkringar,Mölndals kommun,20.51,1.0,Apartment,1495000.0,0.0,2018.0,3852.0,Right of residence,2.0,0.0,2019
1850000,24.5,1643.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1695000.0,0.0,1967.0,1308.0,Right of residence,2.0,0.0,2019
1540000,25.0,1730.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.0,Apartment,1250000.0,0.0,1955.0,2438.0,Right of residence,2.0,0.0,2019
1555000,21.0,1818.0,Bjurfors,Mölndals kommun,20.51,1.0,Apartment,1380000.0,0.0,1952.0,3240.0,Right of residence,2.0,0.0,2019
1900000,24.5,1586.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1595000.0,0.0,1967.0,2628.0,Right of residence,2.0,0.0,2019
1515000,25.0,1584.0,Fastighetsbyrån,Mölndals kommun,20.51,1.0,Apartment,1375000.0,0.0,1960.0,3614.0,Right of residence,2.0,0.0,2019
2850000,25.0,3132.0,Svensk,Stenungsunds kommun,21.64,2.0,Villa,2795000.0,0.0,1947.0,4400.0,Right of ownership,2.0,0.0,2019
1710000,25.0,1553.0,Lundin,Göteborgs kommun,21.12,1.0,Apartment,1450000.0,0.0,1967.0,2352.0,Right of residence,2.0,0.0,2019
2225000,20.0,1104.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1850000.0,0.0,1934.0,4400.0,Right of residence,2.0,0.0,2019
550000,25.0,1927.0,Fastighetsbyrån,Uddevalla kommun,22.16,1.0,Apartment,675000.0,1.0,1954.0,9600.0,Right of residence,2.0,0.0,2019
1320000,25.0,1691.0,Länsförsäkringar,Göteborgs kommun,21.12,1.0,Apartment,1295000.0,0.0,1955.0,3000.0,Right of residence,2.0,0.0,2019
250000,21.0,1132.0,Svensk,Lidköpings kommun,21.26,1.0,Apartment,235000.0,0.0,1957.0,3000.0,Right of residence,2.0,0.0,2019
2738000,23.0,1302.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.0,Apartment,2150000.0,0.0,1915.0,5115.0,Right of residence,2.0,0.0,2019
650000,22.0,3132.0,Fastighetsbyrån,Uddevalla kommun,22.16,3.0,Villa,650000.0,0.0,1948.0,6612.0,Right of ownership,2.0,0.0,2019
1580000,25.0,2120.0,Länsförsäkringar,Mölndals kommun,20.51,1.0,Apartment,1495000.0,0.0,2017.0,6240.0,Right of residence,2.0,0.0,2019
1950000,20.5,1232.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.0,Apartment,1850000.0,0.0,1890.0,2328.0,Right of residence,2.0,0.0,2019
2450000,23.0,1224.0,Alvhem,Göteborgs kommun,21.12,1.0,Apartment,1950000.0,0.0,1929.0,4416.0,Right of residence,2.0,0.0,2019
2500000,25.0,1817.0,Västsvenska,Göteborgs kommun,21.12,1.0,Apartment,2380000.0,0.0,2018.0,4800.0,Right of residence,2.0,0.0,2019
740000,22.0,1945.0,Fastighetsbyrån,Tjörns kommun,21.71,1.0,Apartment,770000.0,0.0,1950.0,330.0,Right of residence,2.0,0.0,2019
2770000,132.0,0.0,Svensk,Skara kommun,21.5,4.0,Villa,2500000.0,0.0,1850.0,31301.0,Right of ownership,2.0,0.0,2017
1900000,23.5,1492.0,Svensk,Göteborgs kommun,21.12,1.0,Apartment,1875000.0,0.0,1967.0,4400.0,Right of residence,2.0,0.0,2019
2040000,22.0,1808.0,Stadshem,Göteborgs kommun,21.12,1.0,Apartment,1675000.0,0.0,1945.0,2400.0,Right of residence,2.0,0.0,2019
665000,23.0,1484.0,Fastighetsbyrån,Borås kommun,21.31,1.0,Apartment,595000.0,0.0,1939.0,1959.0,Right of residence,2.0,0.0,2019
1525000,25.0,2031.0,Svensk,Göteborgs kommun,21.12,1.0,Apartment,1395000.0,0.0,1955.0,4400.0,Right of residence,2.0,0.0,2019
2020000,24.0,1579.0,Erik,Göteborgs kommun,21.12,1.0,Apartment,1790000.0,0.0,1951.0,4400.0,Right of residence,2.0,0.0,2019
2350000,25.0,1153.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.0,Apartment,1990000.0,0.0,1934.0,3500.0,Right of residence,2.0,0.0,2019
2500000,25.0,1836.0,Erik,Göteborgs kommun,21.12,1.0,Apartment,1980000.0,0.0,1939.0,4400.0,Right of residence,2.0,0.0,2019
1950000,20.3,1220.0,Lundin,Göteborgs kommun,21.12,1.0,Apartment,1780000.0,0.0,1890.0,4400.0,Right of residence,2.0,0.0,2019
2150000,25.0,1867.0,Erik,Göteborgs kommun,21.12,1.0,Apartment,1950000.0,0.0,1934.0,3620.0,Right of residence,2.0,0.0,2019
2100000,22.0,1445.0,Lundin,Göteborgs kommun,21.12,1.0,Apartment,1780000.0,0.0,1939.0,4400.0,Right of residence,2.0,0.0,2019
1800000,25.0,1659.0,Lundin,Mölndals kommun,20.51,1.0,Apartment,1495000.0,0.0,1957.0,3600.0,Right of residence,2.0,0.0,2019
2550000,23.0,1728.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,2490000.0,0.0,1961.0,3000.0,Right of residence,2.0,0.0,2019
1850000,25.0,1800.0,SkandiaMäklarna,Göteborgs kommun,21.12,1.0,Apartment,1795000.0,0.0,1947.0,4400.0,Right of residence,2.0,0.0,2019
1700000,22.0,1553.0,SkandiaMäklarna,Göteborgs kommun,21.12,1.0,Apartment,1595000.0,0.0,1967.0,1992.0,Right of residence,2.0,0.0,2019
1960000,20.5,1319.0,Länsförsäkringar,Göteborgs kommun,21.12,1.0,Apartment,1850000.0,0.0,1890.0,600.0,Right of residence,2.0,0.0,2019
700000,25.0,3132.0,Fastighetsbyrån,Sotenäs kommun,21.99,2.0,Villa,770000.0,0.0,1989.0,16500.0,Right of ownership,2.0,0.0,2019
2075000,20.5,1319.0,Lundin,Göteborgs kommun,21.12,1.0,Apartment,1850000.0,0.0,1890.0,4400.0,Right of residence,2.0,0.0,2019
2100000,23.0,1200.0,Reveny,Göteborgs kommun,21.12,1.0,Apartment,1750000.0,0.0,1929.0,1700.0,Right of residence,2.0,0.0,2019
2150000,25.0,1174.0,Erik,Göteborgs kommun,21.12,1.0,Apartment,1880000.0,0.0,1938.0,6620.0,Right of residence,2.0,0.0,2019
600000,23.0,2025.0,Svensk,Lilla Edets kommun,22.37,1.0,Apartment,500000.0,0.0,1961.0,3120.0,Right of residence,2.0,0.0,2019
1320000,22.0,1843.0,Svensk,Alingsås kommun,21.36,1.0,Apartment,1275000.0,0.0,2019.0,4400.0,Right of residence,2.0,0.0,2019
120000,25.0,1707.0,SkandiaMäklarna,Karlsborgs kommun,21.32,1.0,Apartment,75000.0,0.0,1948.0,3720.0,Right of residence,2.0,0.0,2019
580000,25.0,1956.0,Fastighetsbyrån,Uddevalla kommun,22.16,1.0,Apartment,650000.0,0.0,1961.0,4400.0,Right of residence,2.0,0.0,2019
1515000,22.0,1414.0,Lundin,Göteborgs kommun,21.12,1.0,Apartment,1280000.0,0.0,1967.0,2352.0,Right of residence,2.0,0.0,2019
595000,24.6,1799.0,Fastighetsbyrån,Uddevalla kommun,22.16,1.0,Apartment,595000.0,0.0,1961.0,4400.0,Right of residence,2.0,0.0,2019
405000,21.0,1129.0,Svensk,Lidköpings kommun,21.26,1.0,Apartment,325000.0,0.0,1957.0,2400.0,Right of residence,2.0,0.0,2019
302000,20.0,3992.0,Fastighetsbyrån,Partille kommun,19.96,1.0,Holiday Home,325000.0,0.0,2013.0,4400.0,Other,2.0,0.0,2019
750000,22.5,1727.0,Svensk,Borås kommun,21.31,1.0,Apartment,695000.0,0.0,1936.0,3708.0,Right of residence,2.0,0.0,2019
1450000,21.0,1902.0,Bjurfors,Mölndals kommun,20.51,1.0,Apartment,1350000.0,0.0,1952.0,1740.0,Right of residence,2.0,0.0,2019
1920000,21.0,1093.0,Alvhem,Göteborgs kommun,21.12,1.0,Apartment,1775000.0,0.0,1930.0,2600.0,Right of residence,2.0,0.0,2019
1865000,24.5,1643.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1795000.0,0.0,1968.0,3300.0,Right of residence,2.0,0.0,2019
2415000,24.0,3132.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.0,Villa,2375000.0,0.0,2005.0,21000.0,Right of ownership,2.0,0.0,2019
1400000,21.0,1818.0,Bjurfors,Mölndals kommun,20.51,1.0,Apartment,1295000.0,0.0,1952.0,1740.0,Right of residence,2.0,0.0,2019
1550000,22.0,1340.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.0,Apartment,1495000.0,0.0,1931.0,3600.0,Right of residence,2.0,0.0,2019
80000,22.0,1494.0,Fastighetsbyrån,Munkedals kommun,23.38,1.0,Apartment,75000.0,0.0,1961.0,2679.0,Right of residence,2.0,0.0,2019
2150000,24.8,1791.0,Länsförsäkringar,Göteborgs kommun,21.12,1.0,Apartment,1990000.0,0.0,2018.0,4400.0,Right of residence,2.0,0.0,2019
2250000,25.0,1411.0,Stadshem,Göteborgs kommun,21.12,1.0,Apartment,1850000.0,0.0,1961.0,2500.0,Right of residence,2.0,0.0,2019
1500000,23.0,2157.0,Bjurfors,Mölndals kommun,20.51,1.0,Apartment,1995000.0,0.0,1955.0,1500.0,Right of residence,2.0,0.0,2019
1610000,21.5,1928.0,Bjurfors,Mölndals kommun,20.51,1.0,Apartment,1295000.0,0.0,1952.0,1740.0,Right of residence,2.0,0.0,2019
725000,22.0,1945.0,Fastighetsbyrån,Tjörns kommun,21.71,1.0,Apartment,725000.0,0.0,1950.0,330.0,Right of residence,2.0,0.0,2019
705000,24.0,1974.0,Fastighetsbyrån,Borås kommun,21.31,1.0,Apartment,495000.0,0.0,1941.0,4400.0,Right of residence,2.0,0.0,2019
315000,22.0,2862.0,Fastighetsbyrån,Sotenäs kommun,21.99,1.0,Apartment,350000.0,0.0,1950.0,3000.0,Right of residence,2.0,0.0,2019
2300000,25.0,1127.0,Svensk,Göteborgs kommun,21.12,1.0,Apartment,2195000.0,0.0,1961.0,2700.0,Right of residence,2.0,0.0,2019
590000,23.5,1845.0,Svensk,Trollhättans kommun,22.36,1.0,Apartment,590000.0,0.0,1959.0,900.0,Right of residence,2.0,0.0,2019
1875000,25.0,1574.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.0,Apartment,1790000.0,0.0,2018.0,3600.0,Right of residence,2.0,0.0,2019
1430000,23.5,1504.0,Fastighetsbyrån,Mölndals kommun,20.51,1.0,Apartment,1150000.0,0.0,1964.0,5888.0,Right of residence,2.0,0.0,2019
2200000,21.5,1733.0,Stadshem,Göteborgs kommun,21.12,1.0,Apartment,1795000.0,0.0,1935.0,2700.0,Right of residence,2.0,0.0,2019
1500000,24.6,1591.0,Erik,Göteborgs kommun,21.12,1.0,Apartment,1480000.0,0.0,1957.0,2000.0,Right of residence,2.0,0.0,2019
2300000,23.0,1224.0,Reveny,Göteborgs kommun,21.12,1.0,Apartment,2300000.0,0.0,1929.0,4400.0,Right of residence,2.0,0.0,2018
1415000,21.0,1883.0,Bjurfors,Mölndals kommun,20.51,1.0,Apartment,1195000.0,0.0,1952.0,1500.0,Right of residence,2.0,0.0,2018
1600000,22.0,1208.0,HusmanHagberg,Göteborgs kommun,21.12,1.0,Apartment,1675000.0,0.0,1948.0,3300.0,Right of residence,2.0,0.0,2018
2400000,25.0,942.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,2250000.0,0.0,1933.0,1320.0,Right of residence,2.0,0.0,2018
1320000,25.0,1676.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.0,Apartment,1195000.0,0.0,1955.0,1700.0,Right of residence,2.0,0.0,2018
2200000,25.0,1411.0,Bjurfors,Göteborgs kommun,21.12,1.5,Apartment,1850000.0,0.0,1936.0,2916.0,Right of residence,2.0,0.0,2018
1950000,23.0,1300.0,Stadshem,Göteborgs kommun,21.12,1.0,Apartment,1750000.0,0.0,1924.0,3900.0,Right of residence,2.0,0.0,2018
2200000,25.0,1234.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1875000.0,0.0,1928.0,4824.0,Right of residence,2.0,0.0,2018
1820000,25.0,2744.0,Lundin,Göteborgs kommun,21.12,1.0,Apartment,1580000.0,0.0,1961.0,1380.0,Right of residence,2.0,0.0,2018
1450000,24.0,2016.0,SkandiaMäklarna,Göteborgs kommun,21.12,1.0,Apartment,1325000.0,0.0,1950.0,4400.0,Right of residence,2.0,0.0,2018
2050000,20.5,1232.0,HusmanHagberg,Göteborgs kommun,21.12,1.0,Apartment,1750000.0,0.0,1890.0,2521.0,Right of residence,2.0,0.0,2018
650000,25.0,1927.0,Svensk,Uddevalla kommun,22.16,1.0,Apartment,650000.0,0.0,1954.0,4400.0,Right of residence,2.0,0.0,2018
2050000,22.0,990.0,Svensk,Göteborgs kommun,21.12,1.0,Apartment,1450000.0,0.0,1951.0,4200.0,Right of residence,2.0,0.0,2018
900000,25.0,2135.0,Fastighetsbyrån,Stenungsunds kommun,21.64,1.0,Apartment,850000.0,0.0,1961.0,4400.0,Right of residence,2.0,0.0,2018
1600000,25.0,1793.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.0,Apartment,1395000.0,0.0,1957.0,5598.0,Right of residence,2.0,0.0,2018
2050000,21.0,1486.0,Ahre,Göteborgs kommun,21.12,1.0,Apartment,1975000.0,0.0,1913.0,3000.0,Right of residence,2.0,0.0,2018
2000000,22.0,1351.0,Stadshem,Göteborgs kommun,21.12,1.0,Apartment,1700000.0,0.0,1939.0,2800.0,Right of residence,2.0,0.0,2018
2070000,25.0,1174.0,Lundin,Göteborgs kommun,21.12,1.0,Apartment,1980000.0,0.0,1938.0,4400.0,Right of residence,2.0,0.0,2018
600000,22.0,978.0,Bostadsbutiken,Uddevalla kommun,22.16,1.0,Apartment,825000.0,0.0,1913.0,4400.0,Right of residence,2.0,0.0,2018
1120000,25.0,0.0,Fastighetsbyrån,Vänersborgs kommun,22.21,1.0,Villa,895000.0,0.0,1961.0,4400.0,Right of ownership,2.0,0.0,2018
200000,21.0,1129.0,Bostada,Lidköpings kommun,21.26,1.0,Apartment,185000.0,0.0,1957.0,3000.0,Right of residence,2.0,0.0,2018
700000,25.0,1927.0,Fastighetsbyrån,Uddevalla kommun,22.16,1.0,Apartment,795000.0,0.0,1954.0,4400.0,Right of residence,2.0,0.0,2018
140000,23.0,1599.0,SkandiaMäklarna,Hjo kommun,21.57,1.0,Apartment,140000.0,0.0,1955.0,3000.0,Right of residence,2.0,0.0,2018
675000,25.0,2060.0,Svensk,Skövde kommun,21.61,1.0,Apartment,675000.0,0.0,1943.0,4400.0,Right of residence,2.0,0.0,2018
2200000,23.0,1507.0,Länsförsäkringar,Göteborgs kommun,21.12,1.0,Apartment,1850000.0,0.0,1935.0,5100.0,Right of residence,2.0,0.0,2018
2050000,23.0,1867.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.0,Apartment,1995000.0,0.0,2018.0,4680.0,Right of residence,2.0,0.0,2018
1350000,21.0,1883.0,Svensk,Mölndals kommun,20.51,1.0,Apartment,1295000.0,0.0,1952.0,1824.0,Right of residence,2.0,0.0,2018
400000,20.0,1437.0,Fastighetsbyrån,Trollhättans kommun,22.36,1.0,Apartment,350000.0,0.0,1946.0,4400.0,Right of residence,2.0,0.0,2018
1585000,24.0,2017.0,Svensk,Göteborgs kommun,21.12,1.0,Apartment,1325000.0,0.0,1953.0,4400.0,Right of residence,2.0,0.0,2018
570000,24.6,1634.0,Fastighetsbyrån,Uddevalla kommun,22.16,1.0,Apartment,545000.0,0.0,1959.0,4400.0,Right of residence,2.0,0.0,2018
1825000,20.0,1387.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1825000.0,0.0,1981.0,4400.0,Right of residence,2.0,0.0,2018
1600000,20.0,1784.0,Länsförsäkringar,Göteborgs kommun,21.12,2.0,Apartment,1395000.0,0.0,1961.0,3000.0,Right of residence,2.0,0.0,2018
1850000,22.0,1808.0,Stadshem,Göteborgs kommun,21.12,1.0,Apartment,1675000.0,0.0,1945.0,4400.0,Right of residence,2.0,0.0,2018
35000,24.7,1116.0,Fastighetsbyrån,Gullspångs kommun,22.49,1.0,Apartment,35000.0,0.0,1966.0,4400.0,Right of residence,2.0,0.0,2018
500000,25.0,1517.0,Fastighetsbyrån,Borås kommun,21.31,1.0,Apartment,425000.0,0.0,1946.0,2800.0,Right of residence,2.0,0.0,2018
2250000,25.0,1774.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1990000.0,0.0,1903.0,3600.0,Right of residence,2.0,0.0,2018
2230000,25.0,1411.0,Bjurfors,Göteborgs kommun,21.12,1.5,Apartment,2230000.0,0.0,1936.0,3600.0,Right of residence,2.0,0.0,2018
1600000,25.0,2119.0,Bjurfors,Mölndals kommun,20.51,1.0,Apartment,1395000.0,0.0,2017.0,3960.0,Right of residence,2.0,0.0,2018
1650000,20.0,1451.0,Reveny,Göteborgs kommun,21.12,1.0,Apartment,1350000.0,0.0,1944.0,700.0,Right of residence,2.0,0.0,2018
1550000,21.0,1848.0,Länsförsäkringar,Göteborgs kommun,21.12,1.0,Apartment,1495000.0,0.0,1961.0,4400.0,Right of residence,2.0,0.0,2018
1900000,24.0,1436.0,Ahre,Göteborgs kommun,21.12,1.0,Apartment,1600000.0,0.0,1898.0,4200.0,Right of residence,2.0,0.0,2018
2200000,25.0,1411.0,Stadshem,Göteborgs kommun,21.12,1.0,Apartment,1800000.0,0.0,1936.0,2400.0,Right of residence,2.0,0.0,2018
140000,23.0,1667.0,Fastighetsbyrån,Hjo kommun,21.57,1.0,Apartment,165000.0,0.0,1956.0,2417.0,Right of residence,2.0,0.0,2018
1930000,22.0,1329.0,Reveny,Göteborgs kommun,21.12,1.0,Apartment,1930000.0,0.0,1961.0,3000.0,Right of residence,2.0,0.0,2018
1900000,21.0,1297.0,Reveny,Göteborgs kommun,21.12,1.0,Apartment,1900000.0,0.0,1961.0,3000.0,Right of residence,2.0,0.0,2018
1690000,23.0,1642.0,Stadshem,Göteborgs kommun,21.12,1.0,Apartment,1690000.0,0.0,1955.0,4300.0,Right of residence,2.0,0.0,2018
2100000,23.0,1360.0,Reveny,Göteborgs kommun,21.12,1.0,Apartment,2100000.0,0.0,1961.0,3000.0,Right of residence,2.0,0.0,2018
1555000,25.0,1766.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.0,Apartment,1495000.0,0.0,1957.0,1828.0,Right of residence,2.0,0.0,2018
1950000,20.4,1265.0,Reveny,Göteborgs kommun,21.12,1.0,Apartment,1450000.0,0.0,1961.0,3000.0,Right of residence,2.0,0.0,2018
1500000,23.0,2157.0,Bjurfors,Mölndals kommun,20.51,1.0,Apartment,1250000.0,0.0,1955.0,3780.0,Right of residence,2.0,0.0,2018
2210000,23.0,1200.0,Reveny,Göteborgs kommun,21.12,1.0,Apartment,2000000.0,0.0,1929.0,4400.0,Right of residence,2.0,0.0,2018
1480000,25.0,2119.0,Bjurfors,Mölndals kommun,20.51,1.0,Apartment,1280000.0,0.0,2017.0,3960.0,Right of residence,2.0,0.0,2018
1750000,23.0,1886.0,HusmanHagberg,Göteborgs kommun,21.12,1.0,Apartment,1650000.0,0.0,1935.0,3000.0,Right of residence,2.0,0.0,2018
1350000,25.0,1527.0,Lundin,Göteborgs kommun,21.12,1.0,Apartment,1350000.0,0.0,1967.0,4400.0,Right of residence,2.0,0.0,2018
1575000,24.0,2016.0,SkandiaMäklarna,Göteborgs kommun,21.12,1.0,Apartment,1575000.0,0.0,1950.0,4400.0,Right of residence,2.0,0.0,2018
2150000,21.0,1457.0,Svensk,Göteborgs kommun,21.12,1.0,Apartment,1775000.0,0.0,2015.0,1920.0,Right of residence,2.0,0.0,2018
1325000,22.0,1877.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.0,Apartment,1325000.0,0.0,1965.0,3800.0,Right of residence,2.0,0.0,2018
